a;b;;;;
3909,822;5,3191;;;;
3909,9744;5,3291;;;;
3910,1268;5,4442;;;;
3910,2792;5,6922;;;;
3910,4316;5,8213;;;;
3910,584;5,8421;;;;
3910,7364;5,7743;;;;
3910,8888;5,1765;;;;
3911,0412;4,3289;;;;
3911,1936;3,8826;;;;
3911,346;4,3294;;;;
3911,4984;4,2949;;;;
3911,6508;4,495;;;;
3911,8032;4,819;;;;
3911,9556;6,4487;;;;
3912,108;6,4733;;;;
3912,2604;6,5264;;;;
3912,4128;6,8289;;;;
3912,5652;6,7411;;;;
3912,7176;6,6616;;;;
3912,87;6,9223;;;;
3913,0224;7,1676;;;;
3913,1748;7,4312;;;;
3913,3272;7,8678;;;;
3913,4796;8,1348;;;;
3913,632;8,2894;;;;
3913,7844;8,3301;;;;
3913,9368;8,2609;;;;
3914,0892;8,21;;;;
3914,2416;8,3437;;;;
3914,394;8,5824;;;;
3914,5464;8,7928;;;;
3914,6988;9,0631;;;;
3914,8512;9,2628;;;;
3915,0036;9,6117;;;;
3915,156;9,5695;;;;
3915,3084;9,2367;;;;
3915,4608;9,0792;;;;
3915,6132;9,2551;;;;
3915,7656;9,4342;;;;
3915,918;9,3635;;;;
3916,0704;8,9286;;;;
3916,2228;8,5322;;;;
3916,3752;8,1822;;;;
3916,5276;7,9629;;;;
3916,68;8,0187;;;;
3916,8324;8,3461;;;;
3916,9848;8,9856;;;;
3917,1372;9,7112;;;;
3917,2896;10,08;;;;
3917,442;9,9552;;;;
3917,5944;9,8868;;;;
3917,7468;9,8993;;;;
3917,8992;10,1433;;;;
3918,0516;10,179;;;;
3918,204;10,285;;;;
3918,3564;10,5032;;;;
3918,5088;10,9731;;;;
3918,6612;11,4854;;;;
3918,8136;11,5598;;;;
3918,966;11,3836;;;;
3919,1184;11,1925;;;;
3919,2708;11,1279;;;;
3919,4232;11,2747;;;;
3919,5756;11,221;;;;
3919,728;11,2072;;;;
3919,8804;11,1958;;;;
3920,0328;11,1816;;;;
3920,1852;10,7314;;;;
3920,3376;10,315;;;;
3920,49;9,9262;;;;
3920,6424;9,6145;;;;
3920,7948;9,3277;;;;
3920,9472;9,1335;;;;
3921,0996;8,9982;;;;
3921,252;8,7098;;;;
3921,4044;8,7332;;;;
3921,5568;8,6536;;;;
3921,7092;8,8926;;;;
3921,8616;9,2539;;;;
3922,014;9,8116;;;;
3922,1664;10,3031;;;;
3922,3188;10,8544;;;;
3922,4712;11,6186;;;;
3922,6236;11,9062;;;;
3922,776;11,718;;;;
3922,9284;10,9402;;;;
3923,0808;11,1135;;;;
3923,2332;11,5098;;;;
3923,3856;11,7303;;;;
3923,538;12,1394;;;;
3923,6904;11,917;;;;
3923,8428;11,3382;;;;
3923,9952;11,0973;;;;
3924,1476;11,744;;;;
3924,3;11,9393;;;;
3924,4524;11,8795;;;;
3924,6048;11,461;;;;
3924,7572;10,5131;;;;
3924,9096;10,5106;;;;
3925,062;10,0313;;;;
3925,2144;10,1379;;;;
3925,3668;10,3437;;;;
3925,5192;10,4777;;;;
3925,6716;10,3171;;;;
3925,824;10,9599;;;;
3925,9764;12,1581;;;;
3926,1288;12,9315;;;;
3926,2812;12,7923;;;;
3926,4336;12,7076;;;;
3926,586;12,4232;;;;
3926,7384;12,2941;;;;
3926,8908;11,7708;;;;
3927,0432;11,2541;;;;
3927,1956;10,7753;;;;
3927,348;10,62;;;;
3927,5004;10,924;;;;
3927,6528;11,0342;;;;
3927,8052;10,7059;;;;
3927,9576;10,5019;;;;
3928,11;10,7034;;;;
3928,2624;11,2548;;;;
3928,4148;11,5183;;;;
3928,5672;11,0337;;;;
3928,7196;10,1023;;;;
3928,872;9,608;;;;
3929,0244;9,2467;;;;
3929,1768;9,1812;;;;
3929,3292;9,539;;;;
3929,4816;10,0213;;;;
3929,634;10,8004;;;;
3929,7864;11,4393;;;;
3929,9388;11,9819;;;;
3930,0912;11,8333;;;;
3930,2436;11,4588;;;;
3930,396;11,4911;;;;
3930,5484;11,9055;;;;
3930,7008;12,2122;;;;
3930,8532;12,5438;;;;
3931,0056;12,6027;;;;
3931,158;12,3579;;;;
3931,3104;12,2542;;;;
3931,4628;11,5845;;;;
3931,6152;11,0524;;;;
3931,7676;10,8497;;;;
3931,92;10,6299;;;;
3932,0724;10,6708;;;;
3932,2248;10,6575;;;;
3932,3772;11,0581;;;;
3932,5296;11,4885;;;;
3932,682;11,7664;;;;
3932,8344;11,7795;;;;
3932,9868;11,6866;;;;
3933,1392;11,6663;;;;
3933,2916;11,8374;;;;
3933,444;11,776;;;;
3933,5964;11,5987;;;;
3933,7488;11,6304;;;;
3933,9012;11,5453;;;;
3934,0536;11,3668;;;;
3934,206;11,3298;;;;
3934,3584;11,3628;;;;
3934,5108;11,2427;;;;
3934,6632;11,2772;;;;
3934,8156;11,2096;;;;
3934,968;11,1388;;;;
3935,1204;10,7961;;;;
3935,2728;10,5281;;;;
3935,4252;9,7022;;;;
3935,5776;9,3214;;;;
3935,73;8,4828;;;;
3935,8824;8,2625;;;;
3936,0348;7,8774;;;;
3936,1872;8,4641;;;;
3936,3396;8,8484;;;;
3936,492;9,8285;;;;
3936,6444;10,2129;;;;
3936,7968;10,9629;;;;
3936,9492;11,1327;;;;
3937,1016;10,7046;;;;
3937,254;9,6109;;;;
3937,4064;8,3558;;;;
3937,5588;7,4167;;;;
3937,7112;6,9351;;;;
3937,8636;6,7575;;;;
3938,016;6,5278;;;;
3938,1684;6,3202;;;;
3938,3208;5,9472;;;;
3938,4732;5,3808;;;;
3938,6256;4,892;;;;
3938,778;4,7672;;;;
3938,9304;4,9585;;;;
3939,0828;5,2074;;;;
3939,2352;5,3958;;;;
3939,3876;5,5175;;;;
3939,54;5,4742;;;;
3939,6924;5,5487;;;;
3939,8448;5,6216;;;;
3939,9972;5,7459;;;;
3940,1496;5,9987;;;;
3940,302;6,3992;;;;
3940,4544;6,8231;;;;
3940,6068;7,1037;;;;
3940,7592;7,3035;;;;
3940,9116;7,3404;;;;
3941,064;7,0942;;;;
3941,2164;6,739;;;;
3941,3688;6,4732;;;;
3941,5212;6,4302;;;;
3941,6736;6,4965;;;;
3941,826;6,7118;;;;
3941,9784;6,7896;;;;
3942,1308;6,8639;;;;
3942,2832;6,8066;;;;
3942,4356;6,6398;;;;
3942,588;6,3855;;;;
3942,7404;6,2995;;;;
3942,8928;6,4821;;;;
3943,0452;6,7537;;;;
3943,1976;7,1453;;;;
3943,35;7,1554;;;;
3943,5024;7,1652;;;;
3943,6548;7,0523;;;;
3943,8072;6,6462;;;;
3943,9596;6,1248;;;;
3944,112;5,7459;;;;
3944,2644;5,4218;;;;
3944,4168;5,2243;;;;
3944,5692;5,1405;;;;
3944,7216;4,926;;;;
3944,874;4,7115;;;;
3945,0264;4,8731;;;;
3945,1788;5,0306;;;;
3945,3312;5,4388;;;;
3945,4836;6,3954;;;;
3945,636;7,6624;;;;
3945,7884;9,3234;;;;
3945,9408;10,1227;;;;
3946,0932;10,3205;;;;
3946,2456;10,1372;;;;
3946,398;9,9123;;;;
3946,5504;9,7109;;;;
3946,7028;9,7255;;;;
3946,8552;10,3255;;;;
3947,0076;10,8282;;;;
3947,16;11,0617;;;;
3947,3124;11,0826;;;;
3947,4648;10,6859;;;;
3947,6172;10,1822;;;;
3947,7696;9,7857;;;;
3947,922;9,6634;;;;
3948,0744;9,6758;;;;
3948,2268;9,3143;;;;
3948,3792;8,5322;;;;
3948,5316;7,3857;;;;
3948,684;6,8317;;;;
3948,8364;6,62;;;;
3948,9888;6,598;;;;
3949,1412;6,0096;;;;
3949,2936;5,6431;;;;
3949,446;5,4754;;;;
3949,5984;5,8427;;;;
3949,7508;5,9605;;;;
3949,9032;6,6001;;;;
3950,0556;6,6685;;;;
3950,208;7,1497;;;;
3950,3604;6,9677;;;;
3950,5128;6,7246;;;;
3950,6652;6,4724;;;;
3950,8176;6,3522;;;;
3950,97;6,43;;;;
3951,1224;6,5723;;;;
3951,2748;6,7239;;;;
3951,4272;6,8618;;;;
3951,5796;7,5961;;;;
3951,732;8,1525;;;;
3951,8844;8,1108;;;;
3952,0368;7,3581;;;;
3952,1892;6,7355;;;;
3952,3416;6,2545;;;;
3952,494;6,1006;;;;
3952,6464;5,8945;;;;
3952,7988;5,6702;;;;
3952,9512;5,7287;;;;
3953,1036;5,5687;;;;
3953,256;5,269;;;;
3953,4084;5,3311;;;;
3953,5608;5,7222;;;;
3953,7132;6,0997;;;;
3953,8656;6,5407;;;;
3954,018;7,1978;;;;
3954,1704;7,8411;;;;
3954,3228;8,4228;;;;
3954,4752;8,7775;;;;
3954,6276;8,9472;;;;
3954,78;9,1283;;;;
3954,9324;9,1498;;;;
3955,0848;9,1805;;;;
3955,2372;9,3534;;;;
3955,3896;9,337;;;;
3955,542;9,2473;;;;
3955,6944;9,218;;;;
3955,8468;9,2537;;;;
3955,9992;9,5909;;;;
3956,1516;10,3037;;;;
3956,304;10,7847;;;;
3956,4564;10,8831;;;;
3956,6088;10,5717;;;;
3956,7612;10,4059;;;;
3956,9136;10,5157;;;;
3957,066;10,6938;;;;
3957,2184;10,6863;;;;
3957,3708;10,6415;;;;
3957,5232;10,7722;;;;
3957,6756;10,9268;;;;
3957,828;10,4091;;;;
3957,9804;9,2022;;;;
3958,1328;8,3266;;;;
3958,2852;7,9449;;;;
3958,4376;7,7376;;;;
3958,59;7,5135;;;;
3958,7424;7,3237;;;;
3958,8948;7,576;;;;
3959,0472;7,829;;;;
3959,1996;8,0725;;;;
3959,352;8,1629;;;;
3959,5044;8,407;;;;
3959,6568;8,7956;;;;
3959,8092;8,9633;;;;
3959,9616;9,001;;;;
3960,114;9,1393;;;;
3960,2664;9,1687;;;;
3960,4188;9,6111;;;;
3960,5712;9,8793;;;;
3960,7236;9,9938;;;;
3960,876;10,0577;;;;
3961,0284;10,3356;;;;
3961,1808;9,8685;;;;
3961,3332;9,2696;;;;
3961,4856;8,626;;;;
3961,638;8,43;;;;
3961,7904;8,7062;;;;
3961,9428;9,0716;;;;
3962,0952;8,8497;;;;
3962,2476;8,6523;;;;
3962,4;8,6563;;;;
3962,5524;8,6095;;;;
3962,7048;9,3249;;;;
3962,8572;9,7136;;;;
3963,0096;9,6842;;;;
3963,162;9,6146;;;;
3963,3144;9,585;;;;
3963,4668;9,3134;;;;
3963,6192;8,9933;;;;
3963,7716;8,8952;;;;
3963,924;8,7358;;;;
3964,0764;8,5356;;;;
3964,2288;8,6172;;;;
3964,3812;8,6253;;;;
3964,5336;8,8193;;;;
3964,686;9,0768;;;;
3964,8384;9,4943;;;;
3964,9908;10,2285;;;;
3965,1432;10,658;;;;
3965,2956;10,6878;;;;
3965,448;10,3914;;;;
3965,6004;10,0759;;;;
3965,7528;9,8001;;;;
3965,9052;9,1358;;;;
3966,0576;9,1154;;;;
3966,21;9,1374;;;;
3966,3624;9,4948;;;;
3966,5148;9,2974;;;;
3966,6672;9,0255;;;;
3966,8196;8,933;;;;
3966,972;8,6255;;;;
3967,1244;8,2462;;;;
3967,2768;8,3767;;;;
3967,4292;8,6257;;;;
3967,5816;8,6601;;;;
3967,734;8,3761;;;;
3967,8864;7,6423;;;;
3968,0388;7,2404;;;;
3968,1912;7,0815;;;;
3968,3436;7,2179;;;;
3968,496;7,3318;;;;
3968,6484;7,4473;;;;
3968,8008;7,6731;;;;
3968,9532;7,5978;;;;
3969,1056;7,2949;;;;
3969,258;6,7373;;;;
3969,4104;6,1989;;;;
3969,5628;5,7138;;;;
3969,7152;5,5835;;;;
3969,8676;5,7645;;;;
3970,02;5,9189;;;;
3970,1724;5,8718;;;;
3970,3248;5,6347;;;;
3970,4772;5,2512;;;;
3970,6296;5,0806;;;;
3970,782;4,9724;;;;
3970,9344;4,7866;;;;
3971,0868;4,5831;;;;
3971,2392;4,388;;;;
3971,3916;4,2445;;;;
3971,544;4,15;;;;
3971,6964;3,9711;;;;
3971,8488;3,8741;;;;
3972,0012;3,8196;;;;
3972,1536;3,8948;;;;
3972,306;3,9977;;;;
3972,4584;4,0695;;;;
3972,6108;4,0444;;;;
3972,7632;3,9747;;;;
3972,9156;3,8661;;;;
3973,068;3,8031;;;;
3973,2204;3,9981;;;;
3973,3728;4,262;;;;
3973,5252;4,5738;;;;
3973,6776;4,9316;;;;
3973,83;5,1507;;;;
3973,9824;5,2013;;;;
3974,1348;4,6373;;;;
3974,2872;3,7993;;;;
3974,4396;2,7898;;;;
3974,592;2,3921;;;;
3974,7444;2,5581;;;;
3974,8968;2,8877;;;;
3975,0492;2,9198;;;;
3975,2016;2,7541;;;;
3975,354;2,6021;;;;
3975,5064;2,9569;;;;
3975,6588;3,7801;;;;
3975,8112;4,2627;;;;
3975,9636;3,9936;;;;
3976,116;3,6592;;;;
3976,2684;3,2174;;;;
3976,4208;3,0271;;;;
3976,5732;3,0004;;;;
3976,7256;3,081;;;;
3976,878;3,3545;;;;
3977,0304;3,7098;;;;
3977,1828;3,9031;;;;
3977,3352;4,0073;;;;
3977,4876;4,1509;;;;
3977,64;4,5763;;;;
3977,7924;4,8625;;;;
3977,9448;5,3453;;;;
3978,0972;5,8162;;;;
3978,2496;6,0473;;;;
3978,402;5,9988;;;;
3978,5544;5,9494;;;;
3978,7068;5,9528;;;;
3978,8592;5,8726;;;;
3979,0116;5,3017;;;;
3979,164;4,9975;;;;
3979,3164;4,8928;;;;
3979,4688;5,0842;;;;
3979,6212;5,3809;;;;
3979,7736;5,8344;;;;
3979,926;6,2968;;;;
3980,0784;6,7454;;;;
3980,2308;7,0399;;;;
3980,3832;6,9226;;;;
3980,5356;6,6687;;;;
3980,688;6,3816;;;;
3980,8404;6,0308;;;;
3980,9928;5,8595;;;;
3981,1452;5,869;;;;
3981,2976;5,9367;;;;
3981,45;5,8103;;;;
3981,6024;5,5333;;;;
3981,7548;5,3518;;;;
3981,9072;5,1459;;;;
3982,0596;5,0702;;;;
3982,212;5,326;;;;
3982,3644;5,5842;;;;
3982,5168;5,8698;;;;
3982,6692;6,208;;;;
3982,8216;6,7371;;;;
3982,974;7,1752;;;;
3983,1264;7,446;;;;
3983,2788;7,6481;;;;
3983,4312;8,1404;;;;
3983,5836;8,9661;;;;
3983,736;9,513;;;;
3983,8884;9,336;;;;
3984,0408;8,9147;;;;
3984,1932;8,2962;;;;
3984,3456;7,9119;;;;
3984,498;7,7182;;;;
3984,6504;7,6554;;;;
3984,8028;7,4636;;;;
3984,9552;7,6483;;;;
3985,1076;7,7985;;;;
3985,26;7,7463;;;;
3985,4124;7,7999;;;;
3985,5648;7,8121;;;;
3985,7172;7,6943;;;;
3985,8696;8,2229;;;;
3986,022;8,7946;;;;
3986,1744;9,1555;;;;
3986,3268;9,2522;;;;
3986,4792;9,3247;;;;
3986,6316;9,2277;;;;
3986,784;8,365;;;;
3986,9364;7,5801;;;;
3987,0888;7,6495;;;;
3987,2412;7,4733;;;;
3987,3936;7,2119;;;;
3987,546;7,3286;;;;
3987,6984;7,1192;;;;
3987,8508;6,9722;;;;
3988,0032;7,1954;;;;
3988,1556;7,9378;;;;
3988,308;8,5688;;;;
3988,4604;8,9994;;;;
3988,6128;9,5868;;;;
3988,7652;10,146;;;;
3988,9176;10,3857;;;;
3989,07;10,4549;;;;
3989,2224;10,5602;;;;
3989,3748;10,327;;;;
3989,5272;9,6318;;;;
3989,6796;9,2631;;;;
3989,832;9,3546;;;;
3989,9844;9,4115;;;;
3990,1368;9,4189;;;;
3990,2892;9,6012;;;;
3990,4416;9,6394;;;;
3990,594;9,5707;;;;
3990,7464;9,9343;;;;
3990,8988;10,5035;;;;
3991,0512;10,9709;;;;
3991,2036;10,9575;;;;
3991,356;11,3355;;;;
3991,5084;11,4204;;;;
3991,6608;11,4092;;;;
3991,8132;11,2682;;;;
3991,9656;11,3071;;;;
3992,118;11,8823;;;;
3992,2704;12,0022;;;;
3992,4228;11,6983;;;;
3992,5752;11,3192;;;;
3992,7276;11,1703;;;;
3992,88;11,1577;;;;
3993,0324;10,9836;;;;
3993,1848;10,9512;;;;
3993,3372;10,8205;;;;
3993,4896;10,6962;;;;
3993,642;10,409;;;;
3993,7944;10,1827;;;;
3993,9468;10,1987;;;;
3994,0992;10,249;;;;
3994,2516;10,4574;;;;
3994,404;10,3171;;;;
3994,5564;10,086;;;;
3994,7088;10,2558;;;;
3994,8612;10,592;;;;
3995,0136;10,2361;;;;
3995,166;9,5804;;;;
3995,3184;9,401;;;;
3995,4708;9,3524;;;;
3995,6232;9,3771;;;;
3995,7756;9,6811;;;;
3995,928;9,9611;;;;
3996,0804;9,9855;;;;
3996,2328;10,0279;;;;
3996,3852;10,1325;;;;
3996,5376;10,7103;;;;
3996,69;10,9857;;;;
3996,8424;10,819;;;;
3996,9948;10,5206;;;;
3997,1472;10,5284;;;;
3997,2996;10,8368;;;;
3997,452;10,9606;;;;
3997,6044;10,5211;;;;
3997,7568;10,6227;;;;
3997,9092;11,0235;;;;
3998,0616;11,381;;;;
3998,214;11,5452;;;;
3998,3664;11,7948;;;;
3998,5188;11,9229;;;;
3998,6712;11,687;;;;
3998,8236;11,1952;;;;
3998,976;11,0462;;;;
3999,1284;10,9075;;;;
3999,2808;10,9312;;;;
3999,4332;10,71;;;;
3999,5856;9,9043;;;;
3999,738;9,5389;;;;
3999,8904;9,2789;;;;
4000,0428;8,8175;;;;
4000,1952;8,2997;;;;
4000,3476;8,6326;;;;
4000,5;8,9593;;;;
4000,6524;8,406;;;;
4000,8048;8,3884;;;;
4000,9572;8,1193;;;;
4001,1096;8,5071;;;;
4001,262;8,8258;;;;
4001,4144;8,753;;;;
4001,5668;8,0331;;;;
4001,7192;8,0507;;;;
4001,8716;8,4334;;;;
4002,024;8,6981;;;;
4002,1764;8,3355;;;;
4002,3288;7,994;;;;
4002,4812;7,1624;;;;
4002,6336;6,6108;;;;
4002,786;5,8686;;;;
4002,9384;5,6741;;;;
4003,0908;5,6026;;;;
4003,2432;5,7944;;;;
4003,3956;5,869;;;;
4003,548;5,9993;;;;
4003,7004;6,0496;;;;
4003,8528;5,9241;;;;
4004,0052;5,622;;;;
4004,1576;5,7182;;;;
4004,31;5,7256;;;;
4004,4624;5,5705;;;;
4004,6148;5,1877;;;;
4004,7672;4,7112;;;;
4004,9196;4,3259;;;;
4005,072;4,1975;;;;
4005,2244;4,1752;;;;
4005,3768;4,4016;;;;
4005,5292;4,846;;;;
4005,6816;5,3675;;;;
4005,834;5,4997;;;;
4005,9864;5,3329;;;;
4006,1388;4,9275;;;;
4006,2912;4,5564;;;;
4006,4436;4,2124;;;;
4006,596;4,0049;;;;
4006,7484;4,0789;;;;
4006,9008;4,4089;;;;
4007,0532;4,609;;;;
4007,2056;4,626;;;;
4007,358;4,641;;;;
4007,5104;4,7204;;;;
4007,6628;4,8432;;;;
4007,8152;5,0049;;;;
4007,9676;5,4983;;;;
4008,12;5,8935;;;;
4008,2724;6,1881;;;;
4008,4248;6,3758;;;;
4008,5772;6,534;;;;
4008,7296;6,447;;;;
4008,882;6,3777;;;;
4009,0344;6,3371;;;;
4009,1868;6,1756;;;;
4009,3392;6,0743;;;;
4009,4916;6,0253;;;;
4009,644;6,0033;;;;
4009,7964;5,8917;;;;
4009,9488;5,8549;;;;
4010,1012;5,9402;;;;
4010,2536;5,9205;;;;
4010,406;5,9585;;;;
4010,5584;5,9946;;;;
4010,7108;6,2168;;;;
4010,8632;6,3111;;;;
4011,0156;6,6317;;;;
4011,168;6,968;;;;
4011,3204;7,0292;;;;
4011,4728;7,0425;;;;
4011,6252;7,3517;;;;
4011,7776;7,714;;;;
4011,93;7,803;;;;
4012,0824;7,6062;;;;
4012,2348;7,4276;;;;
4012,3872;7,4321;;;;
4012,5396;7,9207;;;;
4012,692;7,9187;;;;
4012,8444;7,5037;;;;
4012,9968;6,9677;;;;
4013,1492;6,8357;;;;
4013,3016;6,9702;;;;
4013,454;6,8753;;;;
4013,6064;7,0573;;;;
4013,7588;7,6179;;;;
4013,9112;7,9906;;;;
4014,0636;8,3686;;;;
4014,216;8,467;;;;
4014,3684;8,5432;;;;
4014,5208;8,6328;;;;
4014,6732;8,9175;;;;
4014,8256;9,408;;;;
4014,978;9,5146;;;;
4015,1304;9,6792;;;;
4015,2828;9,8513;;;;
4015,4352;9,9283;;;;
4015,5876;9,7893;;;;
4015,74;9,9421;;;;
4015,8924;9,9735;;;;
4016,0448;9,1016;;;;
4016,1972;7,8371;;;;
4016,3496;7,2171;;;;
4016,502;6,9948;;;;
4016,6544;7,1122;;;;
4016,8068;7,4391;;;;
4016,9592;8,4836;;;;
4017,1116;9,8223;;;;
4017,264;10,7429;;;;
4017,4164;11,0546;;;;
4017,5688;11,4637;;;;
4017,7212;11,4852;;;;
4017,8736;11,0301;;;;
4018,026;10,5547;;;;
4018,1784;10,3481;;;;
4018,3308;10,2066;;;;
4018,4832;9,8814;;;;
4018,6356;9,8221;;;;
4018,788;9,3221;;;;
4018,9404;8,847;;;;
4019,0928;8,6076;;;;
4019,2452;8,8727;;;;
4019,3976;9,378;;;;
4019,55;10,1778;;;;
4019,7024;10,8217;;;;
4019,8548;10,9165;;;;
4020,0072;10,8522;;;;
4020,1596;10,5439;;;;
4020,312;10,2606;;;;
4020,4644;10,1356;;;;
4020,6168;10,387;;;;
4020,7692;10,8389;;;;
4020,9216;10,9845;;;;
4021,074;11,0149;;;;
4021,2264;10,6375;;;;
4021,3788;10,375;;;;
4021,5312;10,098;;;;
4021,6836;9,6956;;;;
4021,836;9,7625;;;;
4021,9884;10,1049;;;;
4022,1408;10,1245;;;;
4022,2932;9,5491;;;;
4022,4456;9,3214;;;;
4022,598;9,3634;;;;
4022,7504;9,2819;;;;
4022,9028;9,3514;;;;
4023,0552;9,7672;;;;
4023,2076;10,504;;;;
4023,36;11,057;;;;
4023,5124;11,5839;;;;
4023,6648;11,5578;;;;
4023,8172;11,74;;;;
4023,9696;11,796;;;;
4024,122;11,8734;;;;
4024,2744;12,0214;;;;
4024,4268;12,1346;;;;
4024,5792;12,2626;;;;
4024,7316;12,1612;;;;
4024,884;12,0462;;;;
4025,0364;11,616;;;;
4025,1888;11,2615;;;;
4025,3412;10,9313;;;;
4025,4936;10,4238;;;;
4025,646;10,108;;;;
4025,7984;9,8879;;;;
4025,9508;8,9474;;;;
4026,1032;8,9023;;;;
4026,2556;9,6491;;;;
4026,408;10,4096;;;;
4026,5604;9,8215;;;;
4026,7128;9,7235;;;;
4026,8652;9,8636;;;;
4027,0176;9,7827;;;;
4027,17;9,2832;;;;
4027,3224;8,9684;;;;
4027,4748;8,7058;;;;
4027,6272;8,4518;;;;
4027,7796;8,3934;;;;
4027,932;8,8119;;;;
4028,0844;9,0527;;;;
4028,2368;9,2627;;;;
4028,3892;9,3006;;;;
4028,5416;9,0656;;;;
4028,694;8,9431;;;;
4028,8464;8,376;;;;
4028,9988;7,5233;;;;
4029,1512;6,7615;;;;
4029,3036;6,444;;;;
4029,456;6,4626;;;;
4029,6084;6,3523;;;;
4029,7608;6,3869;;;;
4029,9132;6,6293;;;;
4030,0656;7,3487;;;;
4030,218;8,2297;;;;
4030,3704;9,2214;;;;
4030,5228;9,8546;;;;
4030,6752;9,7593;;;;
4030,8276;9,7941;;;;
4030,98;9,5804;;;;
4031,1324;9,4939;;;;
4031,2848;9,077;;;;
4031,4372;8,9789;;;;
4031,5896;8,876;;;;
4031,742;8,7273;;;;
4031,8944;8,3135;;;;
4032,0468;8,051;;;;
4032,1992;8,0343;;;;
4032,3516;8,0295;;;;
4032,504;8,0023;;;;
4032,6564;7,8274;;;;
4032,8088;7,3921;;;;
4032,9612;6,628;;;;
4033,1136;5,9978;;;;
4033,266;5,5828;;;;
4033,4184;5,2695;;;;
4033,5708;5,142;;;;
4033,7232;4,9918;;;;
4033,8756;4,7556;;;;
4034,028;4,6001;;;;
4034,1804;4,6204;;;;
4034,3328;4,7294;;;;
4034,4852;5,0452;;;;
4034,6376;5,3897;;;;
4034,79;5,6983;;;;
4034,9424;5,7846;;;;
4035,0948;5,8838;;;;
4035,2472;5,7162;;;;
4035,3996;5,425;;;;
4035,552;5,2285;;;;
4035,7044;4,971;;;;
4035,8568;4,7557;;;;
4036,0092;4,6104;;;;
4036,1616;4,6284;;;;
4036,314;4,4813;;;;
4036,4664;4,1707;;;;
4036,6188;3,9668;;;;
4036,7712;4,0829;;;;
4036,9236;4,2383;;;;
4037,076;4,1394;;;;
4037,2284;3,6566;;;;
4037,3808;3,0575;;;;
4037,5332;2,4683;;;;
4037,6856;2,2646;;;;
4037,838;2,1815;;;;
4037,9904;1,9795;;;;
4038,1428;1,953;;;;
4038,2952;2,2976;;;;
4038,4476;2,8509;;;;
4038,6;2,9883;;;;
4038,7524;2,9487;;;;
4038,9048;2,903;;;;
4039,0572;2,8296;;;;
4039,2096;2,6988;;;;
4039,362;2,6609;;;;
4039,5144;2,5934;;;;
4039,6668;2,494;;;;
4039,8192;2,3728;;;;
4039,9716;2,3352;;;;
4040,124;2,3796;;;;
4040,2764;2,4431;;;;
4040,4288;2,635;;;;
4040,5812;2,7501;;;;
4040,7336;2,7694;;;;
4040,886;2,6641;;;;
4041,0384;2,4856;;;;
4041,1908;2,3192;;;;
4041,3432;2,4166;;;;
4041,4956;2,7348;;;;
4041,648;3,0853;;;;
4041,8004;3,2753;;;;
4041,9528;3,2653;;;;
4042,1052;3,1503;;;;
4042,2576;3,0185;;;;
4042,41;2,8197;;;;
4042,5624;2,3862;;;;
4042,7148;2,0878;;;;
4042,8672;2,1279;;;;
4043,0196;2,3978;;;;
4043,172;2,5295;;;;
4043,3244;2,5396;;;;
4043,4768;2,4012;;;;
4043,6292;2,2307;;;;
4043,7816;2,1466;;;;
4043,934;2,2764;;;;
4044,0864;2,4067;;;;
4044,2388;2,6478;;;;
4044,3912;2,7038;;;;
4044,5436;2,71;;;;
4044,696;2,6382;;;;
4044,8484;2,4044;;;;
4045,0008;2,1907;;;;
4045,1532;2,2121;;;;
4045,3056;2,5069;;;;
4045,458;2,7807;;;;
4045,6104;3,0011;;;;
4045,7628;3,1754;;;;
4045,9152;3,1578;;;;
4046,0676;3,103;;;;
4046,22;2,9582;;;;
4046,3724;2,8043;;;;
4046,5248;2,8308;;;;
4046,6772;3,1938;;;;
4046,8296;3,6715;;;;
4046,982;4,0451;;;;
4047,1344;4,2341;;;;
4047,2868;4,3496;;;;
4047,4392;4,2971;;;;
4047,5916;4,062;;;;
4047,744;3,9005;;;;
4047,8964;4,0446;;;;
4048,0488;4,4214;;;;
4048,2012;4,6657;;;;
4048,3536;4,7225;;;;
4048,506;4,5945;;;;
4048,6584;4,436;;;;
4048,8108;4,1786;;;;
4048,9632;3,9717;;;;
4049,1156;3,8966;;;;
4049,268;3,9048;;;;
4049,4204;4,0371;;;;
4049,5728;4,2584;;;;
4049,7252;4,4445;;;;
4049,8776;4,5113;;;;
4050,03;4,4673;;;;
4050,1824;3,9975;;;;
4050,3348;3,0979;;;;
4050,4872;2,6726;;;;
4050,6396;2,636;;;;
4050,792;2,6084;;;;
4050,9444;2,8277;;;;
4051,0968;3,7032;;;;
4051,2492;4,3898;;;;
4051,4016;4,5717;;;;
4051,554;4,5597;;;;
4051,7064;4,5657;;;;
4051,8588;4,4367;;;;
4052,0112;4,4443;;;;
4052,1636;4,7767;;;;
4052,316;5,1435;;;;
4052,4684;4,9739;;;;
4052,6208;4,4937;;;;
4052,7732;4,2241;;;;
4052,9256;4,366;;;;
4053,078;4,5226;;;;
4053,2304;4,62;;;;
4053,3828;4,7025;;;;
4053,5352;4,7523;;;;
4053,6876;4,6991;;;;
4053,84;4,5315;;;;
4053,9924;4,342;;;;
4054,1448;4,5014;;;;
4054,2972;4,5742;;;;
4054,4496;4,6093;;;;
4054,602;4,5491;;;;
4054,7544;4,745;;;;
